50.5597991943 -3.5292572975 -12.5642070770 2.1045928001
50.6611442566 -2.6464083195 -10.1914939880 1.6721625328
48.2351264954 -1.2118539810 -7.0385770798 0.8192935586
43.7978210449 -0.2391020060 -3.4133446217 0.1491380930
38.7165946960 0.9542124271 0.5138814449 -0.5865371227
33.3328933716 1.5673518181 3.2455797195 -1.1312160492
29.2089767456 2.0947835445 5.4086656570 -0.9963444471
24.9915103912 2.3641934395 6.9900379181 -0.7655419111
21.3088283539 2.4052491188 7.5062437057 -0.6278269291
18.1125965118 1.8583383560 7.9032239914 -0.7079340219
15.3544826508 1.9931931496 7.5665111542 -0.1571974754
13.2886266708 1.4501781464 6.9016008377 -0.0812935233
11.4379301071 1.3680665493 6.3559169769 -0.2245715857
9.8912668228 0.9425249100 5.7820634842 -0.2073881626
8.3555164337 0.5244753361 5.5167551041 -0.2385408878
7.5743885040 0.8094682693 4.7372050285 -0.1032983065
6.5110569000 0.4522531033 4.5819501877 -0.0714038014
5.7221336365 0.3623499870 3.9412784576 0.2475412488
5.0033721924 0.2313911915 3.9707574844 0.2456869483
4.8396625519 0.2256972790 3.4322786331 0.1266388297
3.9104156494 0.2901277542 2.9769954681 0.0497459173
3.6765460968 -0.3308031559 2.7798156738 0.2942704558
3.0747184753 0.0533829927 2.7077565193 0.2493956089
2.4728927612 -0.1453030109 2.2308554649 -0.2265495062
2.1361179352 -0.1770688295 1.8017759323 0.0320679545
2.0160655975 -0.3035324812 1.7873640060 -0.0738762021
1.5826244354 -0.5207984447 1.3111181259 0.2826499343
1.2817115784 -0.1123385429 1.1584837437 -0.0903179646
1.1133251190 -0.1258239746 0.9121723175 -0.1327203512
0.9807987213 -0.0613933802 0.9534425735 -0.0988478661
0.7703151703 -0.1219282150 0.6219701767 -0.0491517782
0.5660667419 0.2218015194 0.3245623112 0.1022852659
0.6019268036 -0.0886640549 0.4817824364 -0.0512533784
0.2542400360 0.0518845320 0.4483730793 0.0501167774
0.4491329193 -0.3913379908 0.5335340500 0.1456766725
0.1139183044 -0.0967552662 0.2315404415 0.2273908854
0.2807445526 -0.1123385429 0.0389459133 -0.0616376400
0.0983257294 0.1100219488 0.0206034184 0.0961042047
0.2542400360 0.1085234880 0.0985584259 -0.0267761946
0.0078964233 0.0009394884 -0.0167362690 0.0431939363
0.0281658173 0.0186203718 0.0684247017 -0.1612770557
-0.0747375488 -0.1632835865 -0.0992767811 -0.2984975576
-0.0186100006 0.0147246122 0.0415661335 0.0412159562
-0.0669422150 0.2919259071 0.1031439304 -0.3803354502
0.0671424866 -0.0164418221 0.0369806290 -0.1564557552
0.0749397278 -0.0652892590 0.1509652138 -0.0862384439
0.1248321533 -0.2879493237 -0.0226321220 -0.0104580522
0.3244018555 0.0497868061 0.0369806290 -0.0539730787
0.1528968811 -0.0086501837 -0.0494904518 -0.0926668048
0.1684875488 -0.0032560825 -0.0684878826 0.0389907956
0.0749397278 -0.0125460625 0.0042264462 -0.0864856839
-0.0186100006 0.2002247572 0.2145082951 -0.0704147816
0.0515518188 0.0533829927 0.1693074703 0.0079616308
-0.0825328827 0.1846414804 -0.0370438099 -0.2826739550
0.0047779083 0.1591689587 0.2171285152 0.0540726781
0.3010139465 0.0632722378 0.1673421860 -0.1322258711
0.0515518188 0.1573709249 -0.0416293144 -0.0841368437
-0.3397922516 0.1786479950 0.0389459133 0.1246609092
-0.0622653961 0.1100219488 0.0867669582 0.0576577187
-0.1526947021 0.1298005581 -0.0245971680 -0.0856203437
0.3088092804 0.2313911915 -0.1156537533 0.2048916221
-0.0030174255 0.3290858269 0.1136252880 0.1076010466
-0.3086090088 -0.0730807781 -0.0272176266 -0.0506352782
0.2074661255 0.0695655346 0.0828363895 -0.1233251095
0.0359611511 0.0030372143 0.0513925552 0.1283695698
0.1217136383 0.0497868061 -0.0396642685 -0.1654802561
-0.2306518555 0.2901277542 0.0310847759 -0.1288880110
0.0515518188 0.0632722378 0.1110050678 0.0205710530
0.1295089722 -0.0086501837 -0.0953462124 -0.1819219589
0.2027893066 0.1181131601 0.1031439304 -0.2547353506
0.1840782166 0.0770574808 -0.0953462124 0.2181192040
0.2495632172 -0.0613933802 -0.1739563942 -0.0302376151
0.2308521271 -0.0730807781 -0.1385817528 -0.1659747362
-0.0388774872 -0.0107480288 0.2335057259 -0.0156502128
-0.0108127594 0.0186203718 -0.0887954235 -0.0270234346
-0.1402225494 -0.2957409620 0.0887322426 0.0880687237
0.1326274872 0.0947383642 0.2171285152 0.0884395838
0.2027893066 -0.0536018610 -0.1864027977 0.0011624098
0.1840782166 0.0575784445 -0.0187015533 -0.0456903577
0.0780582428 -0.1123385429 -0.3848931789 0.0226726532
-0.0342006683 -0.0047544241 0.1634116173 0.0530836582
0.2932186127 0.0695655346 0.0887322426 -0.1510164738
0.2807445526 0.1378918886 0.1509652138 -0.2442275286
0.0905303955 -0.0320250988 -0.0789692402 -0.1487911940
-0.0856513977 0.1181131601 0.0618736744 -0.1056470871
-0.0981254578 -0.0047544241 -0.0042896271 0.1377648115
0.1918735504 -0.1042472124 0.4012069702 0.0417104363
0.2074661255 -0.0652892590 -0.0350785255 -0.0264053345
0.0546703339 0.1025300026 0.0638389587 -0.0899471045
-0.0591468811 0.0303077698 0.1116602421 0.0261340737
-0.3241996765 0.1804460287 0.0618736744 -0.1523762941
-0.0264053345 0.0752593279 0.2151632309 0.2565656900
-0.1137161255 -0.0401163101 0.0743203163 -0.0948919654
0.0359611511 0.1435858011 0.1155905724 0.2045207620
-0.1137161255 0.1378918886 0.0861117840 -0.1256738901
0.0905303955 0.1181131601 0.0101220608 -0.0105816722
-0.1838779449 0.1828434467 0.3081851006 0.0298427343
-0.1402225494 0.1690583229 0.2872226238 0.1261443496
-0.2618350983 0.0926406384 0.2728106976 0.0690309405
-0.0497913361 0.1280025244 0.0474619865 -0.0788211226
-0.0264053345 -0.1102408171 -0.1261351109 0.3265358210
0.0078964233 -0.2528871298 0.1280372143 0.1511160135
-0.0825328827 -0.3095260859 -0.0743834972 -0.0427234769
-0.1215114594 0.2002247572 0.0540127754 0.0549380183
0.1139183044 -0.0790743828 -0.0639023781 0.1522285938
-0.0825328827 0.0533829927 0.1326227188 -0.1414974928
-0.0186100006 -0.1671794653 -0.0147709846 -0.0022990108
0.0125732422 -0.1240259409 -0.3744118214 -0.3198841810
-0.0622653961 0.4189889431 -0.0331132412 -0.0472974777
0.0156917572 0.1492795944 0.2773962021 -0.6005064249
-0.4255447388 0.1573709249 0.0559780598 0.0758301616
0.2074661255 0.0186203718 0.2066471577 -0.1094794273
0.3010139465 0.1336964369 -0.2564969063 -0.0871037841
-0.0856513977 0.1220090389 -0.0724184513 -0.1857541800
0.0359611511 0.1474815607 -0.0455598831 0.0580285788
0.1139183044 0.1199113131 -0.2316036224 -0.0762250423
0.0671424866 0.0968360901 0.0454967022 -0.1542305946
-0.0591468811 -0.0598950386 -0.0455598831 -0.0974880457
0.1139183044 0.1765502691 -0.4058558941 0.0423285365
0.0905303955 -0.1297198534 0.0494272709 -0.1154133081
0.0780582428 0.1417876482 -0.1136887074 0.1506215334
-0.2774257660 0.1666609049 -0.0665225983 0.0654459000
-0.1916732788 -0.0518037081 -0.0639023781 0.2412365675
0.0515518188 0.1690583229 0.0454967022 -0.1026801467
-0.2150611877 0.1124193668 -0.1575791836 0.0723687410
0.1139183044 0.0869467258 0.1653769016 -0.1544778347
0.0359611511 -0.1569904089 0.0206034184 0.0874506235
