289.2581787109 -134.9336700439 -47.2286987305 39.1168365479
301.8954467773 -140.0399322510 -40.9419555664 41.8315696716
293.7958984375 -135.6085052490 -31.8555278778 41.4838790894
266.5191650391 -122.1612625122 -21.4802455902 37.9310455322
224.8041076660 -101.7137145996 -11.4253883362 31.5905990601
175.4725036621 -77.3251266479 -3.0621528625 23.3750495911
125.9094696045 -52.4551544189 2.7591743469 14.5081453323
82.4739074707 -30.2710342407 5.8291549683 6.2652654648
49.3413391113 -13.0447082520 6.5219154358 -0.2892589569
27.9103088379 -1.8064346313 5.6143455505 -4.5101470947
16.9935607910 3.6957321167 4.0175991058 -6.2698631287
13.5927734375 4.7169876099 2.5175151825 -5.9312820435
13.9851684570 3.0523910522 1.6009960175 -4.2034511566
14.8504638672 0.5285034180 1.3843975067 -1.9351024628
14.0656738281 -1.4645156860 1.6761798859 0.1100559235
10.9868469238 -2.1978378296 2.1129570007 1.4173164368
6.2679901123 -1.6399688721 2.3367176056 1.8075199127
1.3378448486 -0.2768020630 2.1326484680 1.4112434387
-2.3446655273 1.1808471680 1.4882202148 0.5716209412
-3.8740081787 2.1121215820 0.5842323303 -0.3059597015
-3.1294555664 2.1885986328 -0.2964839935 -0.8905086517
-0.8253784180 1.4552764893 -0.8872108459 -1.0195636749
1.8912353516 0.2675628662 -1.0304164886 -0.7189388275
3.8632965088 -0.8976516724 -0.7350540161 -0.1708316803
4.3563079834 -1.5994796753 -0.1604385376 0.3818321228
3.2696533203 -1.6264724731 0.4499759674 0.7249698639
1.1165008545 -1.0281219482 0.8616943359 0.7477436066
-1.2378997803 -0.0878448486 0.9350872040 0.4714126587
-2.8980407715 0.8209304810 0.6647853851 0.0280666351
-3.3005065918 1.3563003540 0.1707248688 -0.4031314850
-2.3949737549 1.3473052979 -0.3519763947 -0.6627616882
-0.6140899658 0.8389282227 -0.7135734558 -0.6642799377
1.3177337646 0.0426177979 -0.7923355103 -0.4259071350
2.6659698486 -0.7266921997 -0.5882682800 -0.0493659973
2.9678192139 -1.1990814209 -0.1962413788 0.3195819855
2.1830139160 -1.2260742188 0.2172660828 0.5503635406
0.6637268066 -0.8346633911 0.4929389954 0.5701026917
-0.9561767578 -0.2093200684 0.5323200226 0.3924598694
-2.0729980469 0.4115295410 0.3282508850 0.0963897705
-2.2843017578 0.7984390259 -0.0279731750 -0.1981601715
-1.5699310303 0.8344268799 -0.3949394226 -0.3833942413
-0.2418060303 0.5419998169 -0.6312294006 -0.3970584869
1.1668090820 0.0651168823 -0.6509208679 -0.2452278137
2.1226501465 -0.3892745972 -0.4504318237 0.0037746429
2.2836303711 -0.6322174072 -0.1085262299 0.2527751923
1.6195678711 -0.5737304688 0.2476978302 0.4106807709
0.4323120117 -0.2363128662 0.4929389954 0.4243450165
-0.8153076172 0.2450714111 0.5430603027 0.2983245850
-1.6504211426 0.6904602051 0.3909034729 0.0887985229
-1.7711639404 0.9468994141 0.1044921875 -0.1237640381
-1.1473388672 0.9244079590 -0.2087707520 -0.2604103088
-0.0405731201 0.6544723511 -0.4343204498 -0.2801494598
