70.7081375122 1.2213300467 5.6298208237 4.3552498817
70.6456222534 1.2805340290 5.4346704483 4.3245940208
70.4982757568 1.2745709419 5.2158803940 4.2685256004
70.2727813721 1.2077003717 4.9789838791 4.1818017960
69.9803009033 1.0854592323 4.7285075188 4.0607914925
69.6253204346 0.9163659811 4.4689774513 3.9046883583
69.2167510986 0.7106430531 4.2044177055 3.7130885124
68.7590637207 0.4793643951 3.9368402958 3.4896230698
68.2544860840 0.2353079766 3.6697657108 3.2387282848
67.7052688599 -0.0104521811 3.4042000771 2.9664552212
67.1113891602 -0.2464159727 3.1431612968 2.6808710098
66.4706268311 -0.4623612165 2.8876547813 2.3892362118
65.7785186768 -0.6518988609 2.6412019730 2.1008284092
65.0372924805 -0.8086402416 2.4043054581 1.8225047588
64.2424774170 -0.9308813810 2.1799829006 1.5611226559
63.3985481262 -1.0186225176 1.9707493782 1.3211189508
62.5077362061 -1.0739930868 1.7796225548 1.1065274477
61.5767364502 -1.1012524366 1.6091173887 0.9181547165
60.6167068481 -1.1063635349 1.4612456560 0.7551943064
59.6388244629 -1.0944375992 1.3375161886 0.6160324812
58.6587028503 -1.0718634129 1.2374261618 0.4970389605
57.6919784546 -1.0433262587 1.1614784002 0.3941802979
56.7587432861 -1.0109558105 1.1066552401 0.3022124767
55.8746299744 -0.9760297537 1.0694357157 0.2179086804
55.0574913025 -0.9355666637 1.0452934504 0.1372351646
54.3184967041 -0.8853071928 1.0276896954 0.0585784912
53.6688041687 -0.8175847530 1.0100858212 -0.0188680887
53.1128845215 -0.7226028442 0.9849376678 -0.0942978263
52.6551971436 -0.5905653834 0.9462093115 -0.1652905345
52.2935104370 -0.4099721313 0.8878653049 -0.2282158732
52.0166702271 -0.1710268259 0.8053791523 -0.2790401876
51.8201980591 0.1347890943 0.6967384815 -0.3129230440
51.6884727478 0.5117349029 0.5634527206 -0.3266375661
51.6125640869 0.9623661637 0.4095454216 -0.3165533543
51.5813064575 1.4828494787 0.2415549755 -0.2826704979
51.5813064575 2.0638146400 0.0715527534 -0.2257956564
51.6081008911 2.6924834251 -0.0878870487 -0.1499625742
51.6594467163 3.3492636681 -0.2201669216 -0.0612217188
51.7353591919 4.0115804672 -0.3076829910 0.0311494470
51.8402900696 4.6534533501 -0.3328311443 0.1154533029
51.9876441956 5.2467703819 -0.2780079842 0.1799920797
52.1841125488 5.7638463974 -0.1271183491 0.2102446556
52.4408645630 6.1774220467 0.1319086552 0.1937066317
52.7735252380 6.4644970894 0.5076236725 0.1182768941
53.1887893677 6.6063308716 1.0035473108 -0.0257253647
53.6888961792 6.5897197723 1.6171648502 -0.2451573014
54.2693786621 6.4087004662 2.3399257660 -0.5428425670
54.9213027954 6.0658288002 3.1562383175 -0.9163609743
55.6245765686 5.5709013939 4.0474925041 -1.3604686260
56.3479461670 4.9405283928 4.9880375862 -1.8638713360
57.0534515381 4.1989889145 5.9481983185 -2.4112410545
57.6942138672 3.3760969639 6.8972930908 -2.9844264984
58.2211074829 2.5042235851 7.8031334877 -3.5624520779
58.5760955811 1.6195721626 8.6330261230 -4.1223263741
58.7055892944 0.7574950457 9.3588047028 -4.6418638229
58.5582351685 -0.0475078523 9.9553222656 -5.0996861458
58.0893859863 -0.7664734125 10.4024581909 -5.4768347740
57.2588500977 -1.3734200001 10.6866331100 -5.7579817772
56.0465393066 -1.8500328064 10.8008060455 -5.9318332672
54.4435195923 -2.1843860149 10.7469882965 -5.9927415848
52.4542617798 -2.3726458549 10.5312166214 -5.9403038025
50.1033134460 -2.4182200432 10.1695842743 -5.7785534859
47.4308700562 -2.3317568302 9.6807022095 -5.5171713829
44.4860496521 -2.1298673153 9.0892162323 -5.1702752113
